,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1970,m0MdbePF73k,18.24.02,12 ASTUCES CRÉATIVES ET IDÉES DE DÉCORATION,Troom Troom FR,26,2018-02-22T13:00:03.000Z,"Tricks""|""Astuces de la vie""|""hacks""|""idées créatives""|""astuces""|""astuces pour les enfants""|""Astuces pour les étudiants""|""fais le toi-même""|""tu devrais savoir""|""IDÉES DE DÉCORATION""|""ASTUCES DE BRICOLAGE""|""Astuces étonnantes",301147,7146,347,874,https://i.ytimg.com/vi/m0MdbePF73k/default.jpg,False,False,False
1971,cLYCSnW4D1g,18.24.02,Stephen Asks God's Stance On The NRA,The Late Show with Stephen Colbert,24,2018-02-23T08:35:01.000Z,"The Late Show""|""Stephen Colbert""|""Colbert""|""Late Show""|""celebrities""|""late night""|""talk show""|""skits""|""bit""|""monologue""|""The Late Late Show""|""Late Late Show""|""letterman""|""david letterman""|""comedian""|""impressions""|""CBS""|""joke""|""jokes""|""funny""|""funny video""|""funny videos""|""humor""|""celebrity""|""celeb""|""hollywood""|""famous""|""James Corden""|""Corden""|""Comedy""|""Monologue""|""Politics""|""Nonrecurring""|""Topical",745363,10748,466,1518,https://i.ytimg.com/vi/cLYCSnW4D1g/default.jpg,False,False,False
1972,E2ifTb9ePQQ,18.24.02,İstanbullu Gelin 38.Bölüm Tek Parça Full HD İzle,Parola HD,22,2018-02-23T21:32:11.000Z,[none],28726,270,60,51,https://i.ytimg.com/vi/E2ifTb9ePQQ/default.jpg,False,False,False
1973,7SVcUVA2MSE,18.24.02,Cette piscine ne devrait pas exister...,Forlan TV,22,2018-02-23T18:16:21.000Z,"reaction""|""piscine""|""piscine toboggan""|""piscine naturelle""|""piscine hors sol""|""piscine gonflable""|""piscine urbaine""|""piscine originale""|""bassin naturel""|""piscine dangereuse""|""piscine profonde""|""piscine belle""|""les piscines les plus dangereuses""|""les piscines les plus profondes""|""les piscines les plus belles""|""les piscines les plus incroyable""|""compilation""|""piscine cascade""|""piscine a balle""|""piscine a vague""|""piscine du futur""|""bassin d'eau""|""piscine fille""|""garcon""|""fille""|""homme""|""femme",10486,1621,80,861,https://i.ytimg.com/vi/7SVcUVA2MSE/default.jpg,False,False,False
1974,M1Fu5Y_WDKs,18.24.02,Friends Trip Saison 4 Episode 40 du 23 Février 2018,toncar dinaels,1,2018-02-23T18:06:57.000Z,Friends Trip Saison 4 Episode 40,10116,41,14,17,https://i.ytimg.com/vi/M1Fu5Y_WDKs/default.jpg,False,False,False
1975,_1v9Mmn9ELQ,18.24.02,Calogero - Voler de nuit,CalogeroVEVO,10,2018-02-22T09:00:02.000Z,"Calogero""|""Voler""|""de""|""nuit""|""Polydor""|""French""|""Pop""|""Voler de nuit""|""Je joue de la musique""|""Fondamental""|""Calo""|""1987""|""Julie""|""A perte de vue""|""On se sait par coeur""|""Premier pas sous la lune""|""Comment font-ils""|""Le baiser sans prénom""|""Liberté chérie""|""Ma maison""|""Le velo d'hiver""|""basse""|""gaucher""|""charts""|""Paul Ecole""|""Yann Arthus Bertrand""|""Fondation Good Planet""|""Human""|""Européen""|""Saint Exupery""|""RTL2""|""Virgin""|""Chérie""|""RTL""|""France bleu""|""RFM""|""M Radio",51588,2382,88,247,https://i.ytimg.com/vi/_1v9Mmn9ELQ/default.jpg,False,False,False
1976,szIVVCazGoQ,18.24.02,Dans tes rêves : Le Ski - Le Making-Of,Lolywood,23,2018-02-22T17:00:04.000Z,"making of""|""ski""|""lolywood""|""dans tes reves le ski""|""jeux olympiques d hiver 2018""|""manu""|""ugo""|""choopa""|""tournage""|""betisier""|""Dans tes rêves : Le Ski - Le Making-Of""|""vomi""|""neige",223058,12451,98,218,https://i.ytimg.com/vi/szIVVCazGoQ/default.jpg,False,False,False
1977,_HJP8DL97hg,18.24.02,COMMENT FAIRE UNE PIZZA BIGMAC ! (Recette McDonald’s),FastGoodCuisine,26,2018-02-22T18:30:01.000Z,"Fastgoodcuisine""|""fastfood""|""recette""|""Comment faire une pizza bigmac""|""fast food""|""mcdonald’s recette""|""comment faire une pizza""|""big mac""|""comment faire""|""Fastgoodcuisine Mcdo""|""Fastgoodcuisine burger""|""mcdo""|""pizza""|""mcdonald’s""|""mcdonalds""|""mcdonald's""|""mcdonald's big mac""|""recette mcdo""|""bigmac""|""bigmac sauce""|""pizza maison""|""pizza bigame""|""cuisine""|""burger""|""pâte à pizza""|""hamburger""|""degustation mcdo""|""mcdonalds challenge""|""mcdonald""|""cheeseburger""|""cheddar",158270,9021,395,789,https://i.ytimg.com/vi/_HJP8DL97hg/default.jpg,False,False,False
1978,_fmi_f9szEE,18.24.02,Makhpro boy kl - BYE BYE - Partie 1,MakhPro boy kl,23,2018-02-23T18:00:04.000Z,[none],40775,2701,44,212,https://i.ytimg.com/vi/_fmi_f9szEE/default.jpg,False,False,False
1979,E7_CE121PIo,18.24.02,LE JOURNAL DU VENDREDI 23 FEVRIER 2018,Le Média,25,2018-02-23T19:50:10.000Z,"Le Média""|""Indépendant""|""Télévision""|""Actualités""|""Politiques""|""Divertissement""|""Ecologie""|""Social",9031,1565,10,117,https://i.ytimg.com/vi/E7_CE121PIo/default.jpg,False,False,False
1980,SG5fnt4vFsU,18.24.02,"Martine Landry, retraitée et délinquante - Le Moment Meurice",France Inter,23,2018-02-22T17:40:51.000Z,"France Inter""|""22 février 2018""|""Par Jupiter !""|""Eric Valmir""|""humour""|""Martine Landry""|""migrants",84115,1544,37,70,https://i.ytimg.com/vi/SG5fnt4vFsU/default.jpg,False,False,False
1981,T-wDUlLLx_E,18.24.02,SC Braga 1 - 0 OM  | Le résumé du match,OM,17,2018-02-22T23:17:26.000Z,"Olympique de Marseille""|""OM""|""Marseille""|""football""|""soccer""|""Fútbol""|""Europa league""|""EL""|""Braga""|""SC Braga""|""Europe""|""ligue europa""|""highlights""|""goals""|""match retour""|""16ème de finale""|""tirage",13883,201,14,47,https://i.ytimg.com/vi/T-wDUlLLx_E/default.jpg,False,False,False
1982,b1yt_IJKK8s,18.24.02,Laeti­cia Hally­day va s’ex­pliquer ce soir sur les commu­niqués de Jean Reno,SANTÉ ZEVO,24,2018-02-23T17:43:54.000Z,"laeti­cia hally­day""|""va s’ex­pliquer ce soir sur les commu­niqués""|""jean reno""|""Laeti­cia""|""Hally­day""|""va""|""s’ex­pliquer""|""ce""|""soir""|""sur""|""les""|""commu­niqués""|""de""|""Jean""|""Reno""|""Laeti­cia Hally­day va s’ex­pliquer ce soir sur les commu­niqués de Jean Reno",17874,39,42,26,https://i.ytimg.com/vi/b1yt_IJKK8s/default.jpg,False,False,False
1983,40PK4ohW1eo,18.24.02,Aşk ve Mavi 54. Bölüm,atv,24,2018-02-23T21:30:01.000Z,"burcu kıratlı""|""aşk ve mavi atv""|""Aşk ve Mavi""|""ışıl yücesoy""|""emrah""|""ask ve mavi""|""turkey""|""dizi""|""atv aşk ve mavi""|""Liebe und blau""|""atv""|""türkiye""|""birgül ulusoy""|""Aşk ve Mavi hd izle""|""yayın""|""birgül""|""Love and Hate""|""Aşk ve Mavi dizisi izle""|""mavi""|""tv""|""program""|""sevda""|""Aşk ve Mavi dizisi""|""love and hate""|""aşk ve mavi hasibe""|""aşk ve mavi 54""|""54. bölüm""|""العشق ومافي""|""kenan bal",51337,668,61,47,https://i.ytimg.com/vi/40PK4ohW1eo/default.jpg,False,False,False
1984,jJMB8WFD2RM,18.24.02,TOUT POUR LE MUSCLE - S02E07 - Un avenir trouble,La Biscotte,24,2018-02-22T17:00:04.000Z,"studio bagel""|""la biscotte""|""sport""|""humour""|""sketch""|""kemar""|""coach matthieu""|""coach mathias""|""la canaille""|""teddy""|""franck""|""feetobar""|""thierry""|""46sport""|""miche""|""concours""|""juges""|""daniel",113489,8119,60,313,https://i.ytimg.com/vi/jJMB8WFD2RM/default.jpg,False,False,False
1985,JZaZl1pqWx4,18.24.02,2eme soin cynthia kapash tres determiner akimisi  jael show ndaku tembe esili,Fimbu na fimbunews,23,2018-02-23T17:43:14.000Z,[none],19723,370,110,268,https://i.ytimg.com/vi/JZaZl1pqWx4/default.jpg,False,False,False
1986,us0BI47bPaw,18.24.02,COMMENT CAMOUFLER SES CERNES FACILEMENT ! DARK CIRCLES ! PEAUX MÉDITERRANÉENNES,Salima le vaut bien,26,2018-02-22T17:33:19.000Z,"cernes""|""dark circles""|""camoufler ses cernes""|""camoufler ses poches""|""underbag""|""cacher ses cernes""|""maquillage""|""maquillage de jour""|""maquillage naturel""|""how to remove your dark circles""|""imperfections""|""correcteur de cernes""|""astuces""|""cacher cernes facilement",46756,3093,94,276,https://i.ytimg.com/vi/us0BI47bPaw/default.jpg,False,False,False
1987,H4RBNZPdLXk,18.24.02,Hayce Lemsi - Havana,Hayce Lemsi,10,2018-02-21T17:00:01.000Z,[none],491466,23304,611,1243,https://i.ytimg.com/vi/H4RBNZPdLXk/default.jpg,False,False,False
1988,7yXATLjuR8w,18.24.02,Le Récap #16.1 - LA MAGIE avec Vinz Magicien,LeStream Replay,20,2018-02-23T17:52:32.000Z,"lestream best of""|""jeu meilleurs moments""|""highlights""|""jeu vidéo best of""|""squeezie best of""|""le stream",2735,85,3,5,https://i.ytimg.com/vi/7yXATLjuR8w/default.jpg,False,False,False
1989,d73V2oK6Phs,18.24.02,【ENG SUB 全球】《歌手2018》第7期 20180223： 腾格尔裙装补位尽显草原雄音 Jessie J“格莱美级”对阵超惊艳The Singer 2 EP7【湖南卫视官方频道】,湖南卫视芒果TV官方频道 China HunanTV Official Channel,24,2018-02-23T15:19:33.000Z,"湖南卫视""|""芒果TV""|""我是歌手""|""hunantv""|""芒果""|""综艺""|""歌手2017""|""我是歌手5""|""湖南卫视芒果TV""|""歌手""|""歌手2018""|""歌手第二季""|""汪峰""|""张韶涵""|""jessieJ""|""李圣杰""|""首发歌手2018""|""i am singer jessie j""|""i am singer""|""singer 2018 jessie j""|""singer 2018 wang feng""|""chinese singer""|""chinese i am singer""|""the chinese singer""|""我是歌手 jessie j""|""歌手2018 jessie j""|""歌手2018 汪峰""|""歌手2018 张韶涵""|""i am singer china""|""苏诗丁""|""歌手 苏诗丁""|""singer 2018 ep2""|""李泉""|""歌手2018 李泉""|""歌手2018 苏诗丁""|""我是歌手2018""|""华晨宇""|""腾格尔""|""singer ep7""|""singer2018 ep7""|""kz""|""kz tandingan""|""歌手2018 ep7""|""歌手7""|""歌手2018第7期""|""歌手2第7期""|""歌手ep7""|""歌手2018第七期",359269,3145,267,2343,https://i.ytimg.com/vi/d73V2oK6Phs/default.jpg,False,False,False
1990,c_Mw4TLzr7c,18.24.02,வாணி ராணி - VAANI RANI -  Episode 1500 - 23/02/2018,RadaanMedia,24,2018-02-23T16:30:01.000Z,"Vaani rani""|""rani""|""Radhika in funny character""|""venu aravind""|""SunTV""|""VaniRani""|""vani""|""vaani""|""Radhika's dual role serial""|""Ranimma veetu kuripu""|""Radhika as lawyer in serial""|""radikaa""|""rathika""|""Radhika's new",377203,2334,465,311,https://i.ytimg.com/vi/c_Mw4TLzr7c/default.jpg,False,False,False
1991,y6Om-9teP7A,18.24.02,"Le bras droit de Youssou Ndour Appel en direct, Thione Seck et fait des révélations...",Dakarbuzz,22,2018-02-23T20:50:06.000Z,"Youssou Ndour""|""Thione Seck""|""révélations""|""observateur",55613,868,38,164,https://i.ytimg.com/vi/y6Om-9teP7A/default.jpg,False,False,False
1992,tHtnxluMXMw,18.24.02,Dua Lipa - New Rules (Live at The BRIT Awards 2018),Dua Lipa,10,2018-02-22T12:36:32.000Z,"Dua""|""Lipa""|""New""|""Rules""|""Live""|""Brit""|""Awards""|""2018""|""British""|""Female""|""Artist""|""Pop""|""Music""|""UK",2240970,104992,2495,4225,https://i.ytimg.com/vi/tHtnxluMXMw/default.jpg,False,False,False
1993,ldw3km0j1Cc,18.24.02,Quel avenir pour Marion Maréchal ? - Journal du Vendredi 23 Février 2018,TVLibertés,25,2018-02-23T17:17:00.000Z,"Réinformation""|""Marion Maréchal-Le Pen""|""FN""|""Politique""|""CPAC 2018""|""ecole""|""éducation""|""ruralité""|""ski""|""vacances""|""montagne""|""sports d'hiver""|""agriculture""|""Emmanuel Macron",8289,241,4,106,https://i.ytimg.com/vi/ldw3km0j1Cc/default.jpg,False,False,False
1994,FYxIk7YnM4w,18.24.02,En finir avec les chiens ou chats malades !  la réponse BARF - regenere.org,Regenere / Thierry Casasnovas,27,2018-02-23T11:25:15.000Z,"jeûne""|""fasting""|""cru""|""crudivore""|""frugivore""|""végétalien""|""végétarien""|""80/10/10""|""fruits""|""énergie""|""régénérer""|""détoxiner""|""régénération""|""détoxination""|""dépression""|""diabète""|""hypertension""|""vivrecru""|""thierry casasnovas""|""guérir""|""santé""|""raw food""|""low fat raw vegan""|""vegan""|""lifestyle",9958,748,48,139,https://i.ytimg.com/vi/FYxIk7YnM4w/default.jpg,False,False,False
1995,YidmJJ9Tyxs,18.24.02,JO 2018 : Patinage artistique - Programme libre femmes. Alina Zagitova sacrée à 15 ans !,France tv sport,17,2018-02-23T05:12:44.000Z,Pyeongchang 2018,30204,254,8,31,https://i.ytimg.com/vi/YidmJJ9Tyxs/default.jpg,False,False,False
1996,dSTJKS0SDDA,18.24.02,Julien Tanti SE MOQUE de la PRISE DU POIDS de Manon Marsault / LMEA,Mag Influenceurs,22,2018-02-23T19:04:33.000Z,"maginfluenceurs""|""julien tanti""|""manon marsault""|""LMEA""|""prise de poids""|""grossesse""|""enceinte""|""bébé""|""garçon""|""jeremstar""|""les marseillais""|""les marseillais Australia""|""Australie""|""w9",4497,28,2,3,https://i.ytimg.com/vi/dSTJKS0SDDA/default.jpg,False,False,False
1997,tTQZzayf7mY,18.24.02,"Young Thug, l'Extraterrestre d'Atlanta - LSD #42 Part.2",HYCONIQ MAG,1,2018-02-23T17:10:40.000Z,"young thug""|""with that""|""jeffery""|""super slimey""|""future""|""fashion""|""adidas""|""puma""|""beautiful thugger girls""|""lyor cohen""|""lil wayne""|""barter 6""|""birdman""|""gucci mane",32089,3144,14,374,https://i.ytimg.com/vi/tTQZzayf7mY/default.jpg,False,False,False
1998,Yv4EveqaoG0,18.24.02,Thione Seck à la Rfm Youssou Ndour Wally est son Fils et c'est un Frére..Bécaye Mbaye Confirme !,SénTube,22,2018-02-23T21:28:39.000Z,"Thione Seck""|""Rfm""|""Sidath Thioune""|""Youssou Ndour""|""Wally""|""son Fils""|""c 'est un petit Frére""|""Bécaye Mbaye""|""Thione Seck à la Rfm""|""Thione Seck à la Rfm Sidath Thioune""|""emission""|""invité""|""thione seck""|""wally seck""|""youssou ndour""|""rfm""|""becaye mbaye 2stv""|""thione seck et youssou ndour""|""Bécaye Mbaye Confirme""|""Thione Seck à la Rfm Youssou Ndour Wally""|""audio",25714,449,24,108,https://i.ytimg.com/vi/Yv4EveqaoG0/default.jpg,False,False,False
1999,6XGtopmAhW0,18.24.02,[EXCLU] Rémy - Freestyle N.A.S #PlanèteRap,SkyrockFM,10,2018-02-22T21:33:58.000Z,"Skyrock""|""Rémy""|""Freestyle""|""N.A.S""|""PlanèteRap",114130,4074,70,236,https://i.ytimg.com/vi/6XGtopmAhW0/default.jpg,False,False,False
2000,FGt3bT0EViU,18.24.02,La Pleine Lune de Sève du 2 mars 2018,ASTRO ETIK,1,2018-02-23T19:20:40.000Z,"Pleine lune""|""lune de seve""|""astrologie""|""zodiaque""|""lunaison""|""coaching""|""astro""|""printemps""|""renouveau""|""purification""|""meditation""|""rituel""|""feminin sacré""|""vesta",2566,189,8,13,https://i.ytimg.com/vi/FGt3bT0EViU/default.jpg,False,False,False
2001,TvQ2-hTwJR4,18.24.02,Læticia Hallyday CONTRE-ATTAQUE  - Quotidien du 16 février 2018,Quotidien,24,2018-02-23T17:00:02.000Z,"yann barthes""|""decryptage""|""20h medias""|""julien bellver""|""johnny hallyday""|""heritage""|""laeticia hallyday",31174,361,40,34,https://i.ytimg.com/vi/TvQ2-hTwJR4/default.jpg,False,False,False
2002,yvw15MmFqTE,18.24.02,♡• MACARONS BOURRIQUET | RECETTE KAWAII •♡,L'atelier de Roxane,26,2018-02-23T16:00:05.000Z,"recette macaron""|""recette facile et rapide""|""recette macaron facile""|""recette coque de macaron""|""l'atelier de roxane""|""recette winnie l'ourson""|""recette bourriquet""|""recette macaron bourriquet""|""chaine cuisine""|""chaine patisserie",106215,16896,169,2523,https://i.ytimg.com/vi/yvw15MmFqTE/default.jpg,False,False,False
2003,iwlkSSuvCTI,18.24.02,Caballero & JeanJass - Tu Connais Pas (Prod. Hugz Hefner),Caballero & JeanJass,10,2018-02-22T17:10:03.000Z,[none],132019,8477,178,409,https://i.ytimg.com/vi/iwlkSSuvCTI/default.jpg,False,False,False
2004,Tq_W5o0sWZ8,18.24.02,"Julien Tanti et Manon Marsault futurs parents critiqués, Kevin les défend (Exclu vidéo)",Non Stop Reality,22,2018-02-23T08:51:53.000Z,"Les Marseillais Australia""|""Kevin""|""Carla""|""Julien Tanti""|""Manon Marsault""|""grossesse""|""accouchement""|""futurs parents""|""critiques""|""aventure""|""W9""|""amis""|""interview""|""conférence de presse""|""Australie""|""projets",13730,347,4,9,https://i.ytimg.com/vi/Tq_W5o0sWZ8/default.jpg,False,False,False
2005,x04y3GKdsmo,18.24.02,Recette de la Tarte Normande aux Pommes,JustInCooking,26,2018-02-23T16:46:39.000Z,"recette""|""recipe""|""tarte""|""normande""|""tartes""|""aux""|""pommes""|""pomme""|""facile""|""rapide""|""tuto""|""tutoriel""|""pâtisserie""|""patisserie""|""pastry""|""crème""|""creme""|""pâte""|""pate""|""sablée""|""sablee""|""maison""|""handmade""|""homemade""|""dessert""|""desserts",5907,840,5,75,https://i.ytimg.com/vi/x04y3GKdsmo/default.jpg,False,False,False
2006,6Rp0h5suj0g,18.24.02,Dehmo - Reglement Freestyle #14,Le Règlement,24,2018-02-23T17:00:00.000Z,"dehmo""|""mz""|""morte""|""reglement""|""freestyle""|""hache-p""|""jokair""|""jok'air""|""le reglement""|""rap""|""hiphop""|""nouveau",47702,6849,40,411,https://i.ytimg.com/vi/6Rp0h5suj0g/default.jpg,False,False,False
2007,2u3t8us8o-Y,18.24.02,Kuladheivam SUN TV Episode - 855 (23-02-18),THIRU TV,24,2018-02-23T14:30:00.000Z,"kuladheivam""|""kuladheivam 23.02.2018.""|""kuladheivam episode 855” suntv kuladheivam 23/02/2018.""|""kuladeivam sun tv serial""|""kuladheivam new serial""|""kuladheivam new sun tv serial""|""kuladheivam nadhaswaram replacement""|""nadhaswaram""|""thiru tv""|""kulatheivam 23.02.2018.""|""kuladheivam 23-02-18.""|""kulatheivam episode 855” SUN TV SERIAL""|""kuladheivam today""|""kulatheivam today""|""kuladheivam yesterday""|""kulatheivam yesterday""|""kulatheivam serial 23.02.2018""|""thirupictures""|""thirumurugan""|""thirutv",185153,871,203,72,https://i.ytimg.com/vi/2u3t8us8o-Y/default.jpg,False,False,False
2008,_DxUFXG7zz0,18.24.02,Selim (LPDLA5) sort du SILENCE ! 😱 Il s'EXPRIME sur la RELATION  Aurélie et Karim... 💥 Les Princes 5,Snapchat RED,22,2018-02-23T18:09:21.000Z,"selim""|""lpdla5""|""les princes et les princesses de l'amour""|""W9""|""sot""|""silence""|""choc""|""annonce""|""Révélations""|""direct""|""snapchat""|""couple""|""lpdla5 episode""|""tv""|""replay""|""pleure""|""aurélie""|""karim""|""aurélie lpdla5""|""aurélie dotremont""|""aurélie et karim""|""aurélie enceinte""|""les princes 5""|""aurélie et selim""|""selim les princes 5""|""interview""|""LMA""|""les anges 10""|""aurélie et karim mariage""|""rupture""|""tromperie""|""aurélie et julien""|""LMA episode""|""virgil et ines""|""melanie""|""les anges 10 episode""|""snapchat red""|""sam zirah lpdla5",33537,410,49,92,https://i.ytimg.com/vi/_DxUFXG7zz0/default.jpg,False,False,False
2009,YMnW0e9mgtM,18.24.02,Peugeot 508 (2018) : elle passe à l'action !,Auto Plus Magazine,2,2018-02-23T11:41:47.000Z,"Peugeot""|""508""|""Geneve 2018",8520,159,7,28,https://i.ytimg.com/vi/YMnW0e9mgtM/default.jpg,False,False,False
2010,SeQSybjlruQ,18.24.02,Jacques Chirac : Patrick Sébastien brise son silence,koi de neuf? Buzz,24,2018-02-23T18:47:09.000Z,"Jacques Chirac""|""Patrick Sébastien",5690,21,4,0,https://i.ytimg.com/vi/SeQSybjlruQ/default.jpg,False,False,False
2011,jCGMt3601T8,18.24.02,AFTER - PSG-OM :  MARSEILLE PEUT FAIRE QUELQUE CHOSE  (23/02/18),Zap Actu Sport,17,2018-02-24T00:15:46.000Z,"Zap""|""actu""|""sport""|""After psg om""|""Psg om 2018""|""Psg om avant match""|""Marseille peut faire quelque chose psg""|""After foot om""|""After foot psg""|""After foot psg om""|""psg om ligue 1""|""Psg ligue 1""|""Om ligue 1""|""actu om""|""actu psg""|""Neymar psg om""|""j-2 psg om""|""Om debrief""|""after debrief om""|""After ligue 1""|""Benarbia psg om""|""After nicolas vilas""|""Germain psg om""|""Germain om psg",2344,15,5,6,https://i.ytimg.com/vi/jCGMt3601T8/default.jpg,False,False,False
2012,dasXOveQJ3Y,18.24.02,"Julien & Manon (Les Marseillais) : Le prénom du bébé, qui sera le parrain, quels cadeaux...",Nextplz,24,2018-02-23T17:06:16.000Z,"sam zirah""|""Les Marseillais""|""Manon Les Marseillais""|""Julien Les Marseillais""|""Manon Julien Les marseillais""|""Manon les marseillais bébé""|""Julien les marseillais papa",53778,1189,12,65,https://i.ytimg.com/vi/dasXOveQJ3Y/default.jpg,False,False,False
2013,BLLN61uZ7YM,18.24.02,نعيمة بوحمالة في قفص الاتهام.. الحلقة الكاملة,kifache.tv,25,2018-02-23T19:32:55.000Z,"kifache.tv""|""كيفاش تيفي""|""kifache tv""|""maroc""|""كيفاش""|""medradio""|""kifache.com""|""kifache""|""kifache24""|""كيفاش.كوم""|""كيفاش.تيفي""|""قفص""|""الاتهام""|""رضوان""|""الرمضاني""|""Kafas""|""alitiham""|""itiham""|""Naima""|""Bouhmala",23470,1061,41,237,https://i.ytimg.com/vi/BLLN61uZ7YM/default.jpg,False,False,False
2014,ADEc3L31tj8,18.24.02,Louane - Immobile,LouaneOfficielVEVO,10,2018-02-23T09:00:00.000Z,"Louane""|""Immobile""|""Fontana""|""French""|""Pop""|""louane""|""immobile""|""video""|""clip""|""nouvel album""|""chanson francaise""|""lisa azuelos""|""lol""|""dalida",71769,8133,83,485,https://i.ytimg.com/vi/ADEc3L31tj8/default.jpg,False,False,False
2015,cPyQDPtEqrc,18.24.02,LEWANDOWSKI SE RAPPROCHE DU REAL POUR 150 M !! / BATSHUAYI RÉPOND AUX RACISTES ! AZI#138,ROBINHO,17,2018-02-23T14:30:01.000Z,"AZI#138""|""AZI""|""AFTER ZAP IMAGE""|""ROBINHO""|""LEWANDOWSKI""|""BAYERN MUNICH""|""ROBBEN""|""ZIDANE""|""GARETH BALE""|""OM""|""OL""|""EUROPA LEAGUE""|""MANCHESTER UNITED""|""DE GEA""|""CELTIC GLASGOW""|""OGC NICE""|""LIGUE1",12118,1112,25,90,https://i.ytimg.com/vi/cPyQDPtEqrc/default.jpg,False,False,False
2016,Qf-1W-zghaQ,18.24.02,Bitcoin : La CASH électronique,Crypto Analyse TV,28,2018-02-23T17:00:05.000Z,"cryptomonnaie""|""trading""|""bitcoin""|""hasheur""|""investissement""|""analyse""|""roostock""|""lightning network""|""futur de bitcoin""|""comprendre bitcoin",3571,205,11,26,https://i.ytimg.com/vi/Qf-1W-zghaQ/default.jpg,False,False,False
2017,-C_rvt0SwLE,18.24.02,Imagine Dragons - Next To Me (Audio),ImagineDragonsVEVO,10,2018-02-21T17:00:00.000Z,"Imagine""|""Dragons""|""Next""|""To""|""Me""|""KIDinaKORNER/Interscope""|""Records""|""Alternative",5010358,279685,3886,17386,https://i.ytimg.com/vi/-C_rvt0SwLE/default.jpg,False,False,False
2018,ukjfH-qSxXQ,18.24.02,10 PENALTYS HORS NORME DU FOOTBALL !!,Lexity,17,2018-02-23T17:30:02.000Z,"10 PENALTYS HORS NORME DU FOOTBALL""|""les penalty hors norme du football""|""penalty hors norme""|""ronaldo penalty psg""|""messi penalty suarez""|""les penalty les plus intelligent""|""les penalty les plus intelligent du foot""|""penalty intelligent""|""smart penalty goals""|""top 10""|""football""|""2018""|""francais""|""lexity",24116,2561,59,132,https://i.ytimg.com/vi/ukjfH-qSxXQ/default.jpg,False,False,False
2019,VP8KSASxyBE,18.24.02,Le meilleur d'Afida Turner dans TPMP,Touche pas à mon poste !,24,2018-02-22T09:40:47.000Z,"TPMP""|""Cyril Hanouna""|""C8""|""Camille Combal""|""Jean-Luc Lemoine""|""Matthieu Delormeau""|""Capucine Anav""|""Gilles Verdez""|""Valerie Benaim""|""Benjamin Castaldi""|""Cauet",94335,990,155,235,https://i.ytimg.com/vi/VP8KSASxyBE/default.jpg,False,False,False
2020,TzxNNUEMa6w,18.24.02,Mola Guenel - Saison 1 - Episode 37,NOVACOM,22,2018-02-23T20:00:43.000Z,[none],33587,570,32,123,https://i.ytimg.com/vi/TzxNNUEMa6w/default.jpg,False,False,False
2021,XV2dQO8ZqMQ,18.24.02,RECETTE PIZZA POULET BARBECUE MAISON FACILE 🍕,Hervé Cuisine,26,2018-02-23T11:00:04.000Z,"recette""|""pizza""|""recette pizza""|""recette facile""|""recette facile pizza""|""recette pizza poulet""|""recette pizza poulet bbq""|""recette pizza poulet barbecue""|""poulet barbecue""|""recette pate à pizza""|""pate à pizza""|""hervé cuisine""|""herve cuisine pizza""|""herve""|""hervé""|""hervecuisine",12604,1065,14,93,https://i.ytimg.com/vi/XV2dQO8ZqMQ/default.jpg,False,False,False
2022,HxG16-c0e20,18.24.02,UNE ABONNÉE M'APPREND À CHANTER !,style tonic,1,2018-02-22T16:04:53.000Z,"manon""|""roman""|""lisandro""|""anna""|""abonnée""|""chanteuse""|""chant""|""thevoice""|""nouvellestar""|""cours""|""de""|""style""|""tonic""|""styleto""|""styletonic""|""fun""|""funny""|""vlog""|""lifestyle""|""projet",72636,8423,58,338,https://i.ytimg.com/vi/HxG16-c0e20/default.jpg,False,False,False
2023,wYvBl20vj0Y,18.24.02,Quand la vie bascule - DLYO saison 2,Dans les yeux d'Olivier,1,2018-02-23T14:41:00.000Z,"dans les yeux d'Olivier""|""olivier delacroix""|""témoignage""|""france 2""|""rattrapage""|""replay""|""documentaire""|""reportage""|""dlyo""|""dlydo",4599,160,2,29,https://i.ytimg.com/vi/wYvBl20vj0Y/default.jpg,False,False,False
2024,oXMn_0FTq4I,18.24.02,Sambich - Plus d’amitié quand il s’agit de meufs | INFO WORD,INFO WORD TM,23,2018-02-23T19:00:04.000Z,[none],2334,126,1,15,https://i.ytimg.com/vi/oXMn_0FTq4I/default.jpg,False,False,False
2025,tO780lanJBY,18.24.02,Je dessine vos personnages !,Zowi-Chan,24,2018-02-22T23:39:06.000Z,[none],9061,1132,7,260,https://i.ytimg.com/vi/tO780lanJBY/default.jpg,False,False,False
2026,dHP-bN5r5ZM,18.24.02,Essayer de ne pas rire musical! #3(Spécial chute et fail remix vines),Vic V&F,24,2018-02-23T17:00:05.000Z,"Chute""|""fail""|""musique""|""vine""|""instagram""|""compilation",5711,154,13,24,https://i.ytimg.com/vi/dHP-bN5r5ZM/default.jpg,False,False,False
2027,CDYeAUGavQw,18.24.02,TOKOMI WAPI 23 02 2018 KITEBI NA MPENGELE BAZA KOWELELA NINI?,NDEKO ELIEZER TOKOKOMA,22,2018-02-23T15:30:36.000Z,[none],23991,129,17,23,https://i.ytimg.com/vi/CDYeAUGavQw/default.jpg,False,False,False
