,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
449,qc5n-RrmIo4,17.16.11,Cocovoit - Au marché,Cocovoit,23,2017-11-15T17:00:03.000Z,"cocovoit""|""et bim""|""au marché""|""jeu""|""covoiturage""|""humour""|""psychopathe""|""détective""|""ambroise carminati""|""bastien ughetto""|""jules dousset""|""mehdi ortelsberg""|""andréa vistoli""|""jogging""|""tueur""|""couteau""|""semence""|""poterie""|""drague""|""séduction""|""homosexuel""|""gay""|""carotte""|""figues""|""randonnée""|""amusant""|""comédie",58036,3492,16,260,https://i.ytimg.com/vi/qc5n-RrmIo4/default.jpg,False,False,False
450,5ARZ46k5TqE,17.16.11,Rania (Les Anges): J'ai vu le mauvais côté de la Télé-Réalité !  Elle balance sur les candidats !,sam zirah,22,2017-11-15T17:00:00.000Z,"sam zirah""|""télé réalité""|""eti rania""|""rania en toute intimité""|""rania sam zirah""|""sam zirah eti""|""interview rania""|""rania thomas""|""rania lvda2""|""rania les vacances des anges 2""|""les vacances des anges 2""|""les anges""|""les marseillais vs le reste du monde 2""|""les incroyables aventures de nabilla et thomas""|""les anges 10""|""les princes et les princesses de l’amour 5""|""rawell thomas""|""clash télé-réalité""|""carl rania",108783,2310,104,225,https://i.ytimg.com/vi/5ARZ46k5TqE/default.jpg,False,False,False
451,teXaL6GdQRk,17.16.11,STRANGER JOKES : Jokes de Papa avec les teens de Stranger Things,"Le Jeu, C'est Sérieux",23,2017-11-13T15:48:57.000Z,"Stranger Jokes""|""Jokes de Papa""|""Stranger Things""|""Charlie Heaton""|""Natalia Dyer""|""Joe Keery""|""Drôle""|""Humour""|""Blagues nulles""|""Dad Jokes""|""Netflix""|""Demogorgon""|""Onze""|""Eleven""|""Will""|""Joyce""|""Jonathan""|""Nancy""|""Steve""|""Paris Games Week""|""Try Not To Laugh""|""Try Not To Cringe""|""Essaye de ne pas rire""|""JeuSerieux""|""France""|""Québec""|""Funny",552895,32570,586,819,https://i.ytimg.com/vi/teXaL6GdQRk/default.jpg,False,False,False
452,_ftvB5ZSoBI,17.16.11,#Débloqués // Saison 02 - Episode 03,#Débloqués,24,2017-11-14T11:55:06.000Z,"débloqués""|""orange""|""filmarium""|""quentin""|""serge""|""leila""|""comédie""|""websérie""|""web-série""|""brand content""|""brand-content""|""publicité",64981,985,81,13,https://i.ytimg.com/vi/_ftvB5ZSoBI/default.jpg,False,False,False
453,RgEB_5ILUfg,17.16.11,JETER 10.000 CLACS DOIGTS D'UN TOIT,IbraPlus,24,2017-11-14T14:30:40.000Z,"ibratv""|""ibraplus""|""poceblo""|""jeter""|""sourire""|""explosion""|""jouer""|""petsec",684110,87633,3862,2661,https://i.ytimg.com/vi/RgEB_5ILUfg/default.jpg,False,False,False
454,29TUExD0oCc,17.16.11,بالفيديو.. معمّر جبور يردّ على رابح ماجر بتصريح قوي,EchorouknewsTV,25,2017-11-15T13:27:00.000Z,[none],163413,576,290,568,https://i.ytimg.com/vi/29TUExD0oCc/default.jpg,False,False,False
455,imQqRmw0eWw,17.16.11,LES MARSEILLAIS VS LE RESTE DU MONDE 2 - Épisode 54,Cofhh Orf,10,2017-11-15T20:09:20.000Z,"les marseillais vs le reste du monde""|""le marseilais vs le rete du monde 2""|""les marseillais vs le reste du monde 2 épisode 54""|""les marseillais vs le reste du monde 2 ep 54",11160,42,3,9,https://i.ytimg.com/vi/imQqRmw0eWw/default.jpg,False,False,False
456,Es7LBVySlZ8,17.16.11,Tayah - Pigeon (Clip Officiel),Tayah,10,2017-11-15T15:30:01.000Z,"Music""|""nouveau talent""|""révélation musicale""|""talent de l'année""|""tendance""|""pigeon""|""booba""|""lafouine""|""lefa""|""rap""|""oklm""|""buzz""|""variété française""|""tayah""|""sosthene dan""|""danworks""|""naza""|""keblack""|""mhd""|""musique""|""music pop""|""pop urbain""|""skyrock",6762,592,69,35,https://i.ytimg.com/vi/Es7LBVySlZ8/default.jpg,False,False,False
457,ocZqvs7gUzc,17.16.11,Hyundai Accent - CarManía,CarManiaMx,2,2017-11-07T22:20:32.000Z,"Hyundai""|""Accent""|""Sedán""|""Comparativa""|""Reseña""|""Review""|""Test Drive""|""Contenido""|""Luisdemen""|""Luis de Mendieta""|""CarManía""|""Carmanía""|""Hyundai Mexio""|""autodinamico""|""gabo salazar""|""interauto""|""autoplaza""|""gabaldoni""|""franky""|""juca",56557,164,14,53,https://i.ytimg.com/vi/ocZqvs7gUzc/default.jpg,False,False,False
458,9vt1oU-pbe0,17.16.11,Quand tu lis une histoire à un enfant (Feat. Nicolas Berno),Topito,24,2017-11-15T16:44:34.000Z,"Topito""|""Top""|""Nicolas Berno""|""histoire""|""enfant""|""lire""|""lecture""|""soir""|""dormir""|""dodo""|""bonne nuit""|""contes",139640,11011,195,263,https://i.ytimg.com/vi/9vt1oU-pbe0/default.jpg,False,False,False
459,gwd5EZnEJLE,17.16.11,9 ASTUCES AVEC DE LA COLLE CHAUDE,Troom Troom FR,26,2017-11-15T13:00:04.000Z,"pistolet à colle chaude""|""Astuces""|""Astuces avec de la colle chaude""|""fais le toi-même""|""idées créatives""|""impressionnant""|""tu devrais savoir""|""Astuces étonnantes""|""construire""|""conseils de colle chaude""|""des instructions""|""de démonstration""|""ASTUCES AVEC DE LA COLLE CHAUDE",206115,5029,202,688,https://i.ytimg.com/vi/gwd5EZnEJLE/default.jpg,False,False,False
460,i_BrxnV3o1U,17.16.11,[Beur FM - Live / Exclu] Allyson Glado - Ma promesse,Beur FM,10,2017-11-15T07:48:24.000Z,"Allyson Glado""|""Live""|""Exclu""|""Radio""|""Cover""|""Beur FM",4301,6,15,2,https://i.ytimg.com/vi/i_BrxnV3o1U/default.jpg,False,False,False
461,8WfHX9Q8S6w,17.16.11,வாணி ராணி - VAANI RANI -  Episode 1418 - 15/11/2017,RadaanMedia,24,2017-11-15T16:30:00.000Z,"Vaani rani""|""rani""|""Radhika in funny character""|""venu aravind""|""SunTV""|""VaniRani""|""vani""|""vaani""|""Radhika's dual role serial""|""Ranimma veetu kuripu""|""Radhika as lawyer in serial""|""radikaa""|""rathika""|""Radhika's new",291634,1531,295,185,https://i.ytimg.com/vi/8WfHX9Q8S6w/default.jpg,False,False,False
462,GcWUcsu5BgQ,17.16.11,crassier snowboard  st étienne,nicolas hemain,17,2017-11-13T10:31:16.000Z,crassier#terril#halde#snowboard#stetienne,4696,5,3,0,https://i.ytimg.com/vi/GcWUcsu5BgQ/default.jpg,False,False,False
463,kgaO45SyaO4,17.16.11,The New SpotMini,BostonDynamics,28,2017-11-13T20:09:58.000Z,"Robots""|""Boston Dynamics""|""SpotMini""|""Legged Locomotion""|""Dynamic robot",5531707,72727,3362,14816,https://i.ytimg.com/vi/kgaO45SyaO4/default.jpg,False,False,False
464,_fpyjYPnEGA,17.16.11,L'EMISSION - الحلقة 11 الجزء الأول,Attessia TV,24,2017-11-15T20:42:50.000Z,"Attessia tv""|""التاسعة""|""تونس""|""tunisie""|""Tunisia""|""تليفزيون""|""el tessia""|""al tasi3a",70493,584,125,111,https://i.ytimg.com/vi/_fpyjYPnEGA/default.jpg,False,False,False
465,RoAVDcQ_dgg,17.16.11,Nouvelle Star - Rachel interprète Say My Name / Danakil Marley,M6 Buzz,24,2017-11-15T20:27:52.000Z,"musique""|""nouvelle star""|""Say my name",6844,110,3,5,https://i.ytimg.com/vi/RoAVDcQ_dgg/default.jpg,False,False,False
466,oQkwc9_T4h0,17.16.11,La Manticore - Occulture Episode 15,Occulture,27,2017-11-15T17:34:15.000Z,"occulture""|""culture""|""occulte""|""manticore""|""creature""|""mythologie""|""legende""|""bestiaire""|""lion""|""scorpion""|""dent""|""corne""|""queue""|""aile""|""ark""|""warhammer""|""donjons""|""dragons""|""persee""|""meduse""|""monstre""|""hybride""|""trompette""|""flute""|""fantastique""|""animal""|""cryptide""|""cryptozoologie""|""imaginaire""|""ctesias""|""grec""|""grece""|""artaxerxes""|""elephant""|""felin""|""carnivore""|""fauve""|""tigre""|""prédateur""|""disparu""|""conte""|""percy jackson""|""robert pattinson""|""vampire""|""ours""|""religion""|""dante""|""divine""|""comedie""|""dragon""|""cedrik""|""jurassik""|""instrumentarium""|""insolite""|""harry""|""potter""|""rowling""|""elfes""|""spiderwick",15001,1954,11,273,https://i.ytimg.com/vi/oQkwc9_T4h0/default.jpg,False,False,False
467,qFEjz7PJNjc,17.16.11,"Priyamanaval Episode 865, 15/11/17",VikatanTV,24,2017-11-15T17:00:04.000Z,"Priyamanaval 15.11.2017""|""priyamanaval 865""|""Priyamanaval 15 November 2017""|""priyamanaval serial 15.11.17""|""priyamanaval serial""|""piriyamanaval""|""பிரியமானவள்""|""priyamanaval episode""|""periyamanaval""|""priyamanaval episode 859""|""Priyamanaval Episode today""|""priyamanaval today""|""priyamanaval today episode",465527,3037,744,311,https://i.ytimg.com/vi/qFEjz7PJNjc/default.jpg,False,False,False
468,bg3hJuBtE-8,17.16.11,"Naachiyaar - Official Teaser I Director Bala I Ilaiyaraaja I Jyotika, G.V. Prakash Kumar",Filmmaker Bala,1,2017-11-15T12:28:54.000Z,"Jyotika""|""gvprakash""|""Ivana""|""Rockline Venkatesh""|""G.K.M Tamil Kumaran""|""Eswar""|""Ilaiyaraaja""|""Naachiyaar""|""Naachiyaar Teaser""|""Naachiyaar Official Teaser""|""Naachiyaar Tamil Movie""|""Bala's New Movie""|""New Tamil Movie Teaser",1621002,49601,2917,2645,https://i.ytimg.com/vi/bg3hJuBtE-8/default.jpg,False,False,False
469,13-HAaEzbBw,17.16.11,Top 10 des PIRES FILMS qui MÉRITENT un REMAKE !,WatchMojo Français,24,2017-11-15T14:30:01.000Z,"films""|""pire films""|""remake""|""reboot""|""spin-off""|""cinéma""|""raté""|""navet""|""Eragon""|""Catwoman""|""Alexandre""|""Resident Evil""|""Pearl Harbor""|""La Ligue des gentlemen extraordinaires""|""Super Mario Bros.""|""Le Dernier Maître de l'air""|""Spawn""|""À la croisée des mondes : La Boussole d'or""|""Top 10""|""WatchMojo""|""watchmojo français""|""français""|""fr",97916,2604,304,744,https://i.ytimg.com/vi/13-HAaEzbBw/default.jpg,False,False,False
470,dZz03YX6qGo,17.16.11,Enlever l'Encoche de l'iPhone X !,ArtBen,28,2017-11-14T22:25:04.000Z,"supprimer""|""encoche""|""iPhone X""|""supprimer iPhone x""|""supprimer barre noir iphone x""|""supprimer encoche iphone x""|""comment faire iphone x""|""comment faire""|""iPhone""|""Apple""|""enlever barre noire iphone x""|""enlever encoche iphone x""|""ecran couper iphone x",49985,2131,333,71,https://i.ytimg.com/vi/dZz03YX6qGo/default.jpg,False,False,False
471,sottGW1p5os,17.16.11,P!nk Carpool Karaoke,The Late Late Show with James Corden,24,2017-11-15T06:42:14.000Z,"James Corden""|""The Late Late Show""|""Colbert""|""late night""|""late night show""|""Stephen Colbert""|""Comedy""|""monologue""|""comedian""|""impressions""|""celebrities""|""carpool""|""karaoke""|""CBS""|""Late Late Show""|""Corden""|""joke""|""jokes""|""funny""|""funny video""|""funny videos""|""humor""|""celebrity""|""celeb""|""hollywood""|""famous",3621389,141682,1289,8127,https://i.ytimg.com/vi/sottGW1p5os/default.jpg,False,False,False
472,T2hyuhoBQdo,17.16.11,Pod et Marichou - Saison 2 - Episode  53,Marodi TV Sénégal,24,2017-11-14T20:38:07.000Z,"senegal""|""video""|""divertissement""|""humour""|""youssou ndour;musique""|""série""|""téléfilm""|""theatre",604064,4853,784,1307,https://i.ytimg.com/vi/T2hyuhoBQdo/default.jpg,False,False,False
473,szDDOuiPvcA,17.16.11,Le mariage de Christophe Beaugrand,Les Grosses Têtes,23,2017-11-15T17:25:31.000Z,"Les Grosses Têtes""|""Laurent Ruquier""|""divertissement""|""les grosses têtes""|""replay""|""vidéo""|""humour""|""Emissions RTL""|""Florian GAZAN""|""Bernard Mabille""|""Caroline Diament""|""Jean-Jacques Peroni""|""mariage""|""gâteau""|""mariage homosexuel""|""Les grosses tête ruquier""|""les grosses têtes podcast""|""les grosses têtes rtl""|""les grosses têtes replay""|""les grosses têtes live""|""les grosses têtes best of""|""les grosses têtes invités""|""les grosses têtes équipe""|""les grosses têtes émission complète""|""émission rtl",4493,27,2,1,https://i.ytimg.com/vi/szDDOuiPvcA/default.jpg,False,False,False
474,-OcJeszEu40,17.16.11,DÉFIS TECHNIQUE IMPOSSIBLE !,Foot Familya,17,2017-11-15T13:56:30.000Z,"football""|""freestyle""|""skills""|""psg""|""messi""|""ronaldo""|""tir""|""lucarne""|""met""|""le""|""ballon""|""ou""|""tu""|""veux""|""boss""|""everyone""|""codfamilya",38125,2292,33,104,https://i.ytimg.com/vi/-OcJeszEu40/default.jpg,False,False,False
475,XsrYk6bVbq8,17.16.11,شاهد رابح ماجر يثور على صحفي الإذاعة الثالثة 14/11/2017,MehdiTv+2,22,2017-11-14T22:04:12.000Z,"رابح ماجر""|""صحفي""|""الإذاعة""|""rabeh madjer""|""الجزائر""|""المنتخب الوطني الجزائري""|""المنتخب الجزائري""|""المنتخب الوطني الجزائري لكرة القدم""|""كرة القدم الجزائرية""|""المنتخب الجزائري لكرة القدم",753804,3189,871,1829,https://i.ytimg.com/vi/XsrYk6bVbq8/default.jpg,False,False,False
476,Isbq5Iv1QF4,17.16.11,LES NOUVELLES SAISONS D'ANIMES POUR 2018 ! (Du lourd à l'horizon),KawZzeN,1,2017-11-15T19:01:02.000Z,"Anime fall 2018""|""ANIMES 2018""|""SUITES D ANIMES 2018""|""LES NOUVELLES SAISONS D'ANIME POUR 2018""|""KAWZZEN""|""KAWZZEN ANIME""|""ANIME""|""SHINGEKI NO KYOJIN""|""SHINGEKI NO KYOJIN SAISON 3""|""RELIFE FINAL CHAPTER""|""TOKYO GHOUL SAISON 3""|""TOKYO GHOUL:RE ANIME""|""CARDCAPTOR SAKURA 2018""|""ONE PUNCH MAN SAISON 2""|""NANATSU NO TAIZAI SAISON 2""|""HIGHSCHOOL DXD HERO""|""HIGH SCHOOL DXD SAISON 4""|""SWORD ART ONLINE SAISON 3""|""ALICIZATION SAO""|""OVERLORD SAISON 2""|""FAIRY TAIL 2018",27461,2857,21,1279,https://i.ytimg.com/vi/Isbq5Iv1QF4/default.jpg,False,False,False
477,Ehke7aPI9l0,17.16.11,"Kurt Angle & The Shield lead a Raw raid of SmackDown: SmackDown LIVE, Nov. 14, 2017",WWE,17,2017-11-15T04:22:08.000Z,"wwe""|""world wrestling entertainment""|""wrestling""|""wrestler""|""wrestle""|""superstars""|""पहलवान""|""सुपरस्टार""|""व्यावसायिक कुश्ती""|""مصارعه""|""SmackDown LIVE""|""Kurt Angle""|""Roman Reigns""|""Seth Rollins""|""Dean Ambrose""|""Kofi Kingston""|""Big E""|""Xavier Woods""|""Shane McMahon""|""Kevin Owens""|""Sami Zayn""|""Smackdown main event""|""smackdown winners""|""smackdown vs raw""|""sp:ty=high""|""sp:st=wrestling""|""sp:scp=athlete_in_match""|""sp:dt=2017-11-14T20:00:00-04:00""|""sp:ev=wwe-smack""|""sp:ath=wwe-kuan""|""sp:ath=wwe-saza""|""sp:ath=wwe-keow""|""sp:ath=wwe-xawo",3715529,86803,2264,11409,https://i.ytimg.com/vi/Ehke7aPI9l0/default.jpg,False,False,False
478,q6omwxoNMY4,17.16.11,Ma FERRARI 458 ITALIA est devenue un TANK !!!,GMK,2,2017-11-15T16:21:34.000Z,"GMK001""|""GMK""|""Maroun""|""Kikano""|""AMG""|""camouflage""|""Camo""|""Sound""|""Top""|""speed""|""Ferrari""|""458 ITALIA""|""MM Luxury Custom",223719,13665,335,3587,https://i.ytimg.com/vi/q6omwxoNMY4/default.jpg,False,False,False
479,QKj6l1apQ94,17.16.11,Maître Gims - Cameleon [Son Officiel],Surnaturel 94,10,2017-11-14T08:58:19.000Z,[none],74868,1261,90,73,https://i.ytimg.com/vi/QKj6l1apQ94/default.jpg,False,False,False
480,MPCvK-vBVnE,17.16.11,[Zap Télé] L'IMPOSSIBLE PHOTO DU GEYSER ! (15/11/17),Zap Télé,24,2017-11-15T11:02:59.000Z,"nagui""|""csa""|""les marseillais""|""gag""|""insolite""|""vanne""|""malaise""|""photo""|""geyser""|""mamie""|""zapping""|""dernier zapping""|""zap tele""|""zap-tele""|""zaptele""|""zaptele.com""|""zappings""|""zapping aujourdh'ui""|""zap""|""zap actu""|""zap télévision""|""zapping tele",70403,422,43,219,https://i.ytimg.com/vi/MPCvK-vBVnE/default.jpg,False,False,False
481,Yo84eqYwP98,17.16.11,"LA PIRE PARTIE ft Le Rire Jaune, Pierre Croce, Fabien Olicard, Nad Rich' Hard, Max Bird, Studio Vrac",Le Labo,24,2017-11-12T15:00:02.000Z,[none],574304,16034,729,1143,https://i.ytimg.com/vi/Yo84eqYwP98/default.jpg,False,False,False
482,yAAzqoUd6r8,17.16.11,"un crash en voiture à Nürburgring,",KDN KDN,22,2017-11-14T15:54:51.000Z,[none],4230,3,0,0,https://i.ytimg.com/vi/yAAzqoUd6r8/default.jpg,False,False,False
483,d8PxPThizmY,17.16.11,Marina Kaye et les Bogdanov jugent les voix des chroniqueurs,Touche pas à mon poste !,24,2017-11-15T13:53:02.000Z,"TPMP""|""Cyril Hanouna""|""Touche pas à mon poste""|""C8""|""Camille Combal""|""Jean-Luc Lemoine""|""Tom Villa""|""Greg Guillotin""|""Hakim Jemili""|""Matthieu Delormeau""|""Gilles Verdez""|""Valérie Benaim""|""Agathe Auproux""|""Isabelle Morini Bosc""|""Kelly Vedovelli""|""Géraldine Maillet""|""Maxime Guény",49830,646,60,82,https://i.ytimg.com/vi/d8PxPThizmY/default.jpg,False,False,False
484,--mmyQlx91I,17.16.11,"Fun evening with Mentalist Lior Suchard , Gerard Butler and friends are blown away in a Funny exper",ליאור סושרד,23,2015-10-05T10:01:24.000Z,"Liorsuchard""|""SUCHARD""|""Mentalist""|""Gerardbutler""|""Mindreading",245146,1835,29,100,https://i.ytimg.com/vi/--mmyQlx91I/default.jpg,False,False,False
485,hxUCwTxg2lk,17.16.11,Yassine Belattar met le feu sur le plateau de Pujadas,Mizane TV,22,2017-11-14T16:48:30.000Z,"Yassine Belattar""|""David Pujadas""|""France""|""musulmans""|""intégration""|""artistes""|""caricatures""|""attentats 13 novembre",15464,199,24,62,https://i.ytimg.com/vi/hxUCwTxg2lk/default.jpg,False,False,False
486,NUHjBOyBLew,17.16.11,L'arrivée improbable de Dhorasoo en Bleu,Volmog 16,17,2017-11-15T17:14:34.000Z,[none],3422,9,0,1,https://i.ytimg.com/vi/NUHjBOyBLew/default.jpg,False,False,False
487,2rciAnKuVdM,17.16.11,"Quand le WU-TANG découvre Booba, PNL, Nekfeu et Niska",Les Inrockuptibles,10,2017-11-13T17:05:34.000Z,"Wu Tang""|""Nekfeu""|""Booba""|""Niska""|""PNL""|""Gracy Hopkins""|""Les Inrocks""|""Rap français""|""Wu Tang Clan""|""Paris",392722,4846,224,768,https://i.ytimg.com/vi/2rciAnKuVdM/default.jpg,False,False,False
488,8VID_aE1cKo,17.16.11,"Նռան հատիկ, Սերիա 48 / Pomegranate seed / Nran hatik",PanArmenian TV,1,2017-11-15T18:30:00.000Z,"Նռան հատիկ""|""Սերիա 48""|""Pomegranate seed""|""Nran hatik""|""արմենիա թի-վի""|""դիանա գրիգորյան""|""պրեմիում""|""արմենիա պրեմիում""|""seria 48""|""episode 48""|""diana grigoryan""|""armenia tv""|""premium""|""armenia premium""|""panarmenian tv""|""ucom""|""2017",100379,311,85,75,https://i.ytimg.com/vi/8VID_aE1cKo/default.jpg,False,False,False
489,ek13NvcUlfE,17.16.11,REBOOT : le résumé de la saison1,Studio 4,23,2017-11-15T17:30:02.000Z,"nouvelles écritures""|""studio 4""|""france télévisions""|""série""|""websérie""|""davy mourier""|""animation""|""humour noir""|""reboot",19528,865,10,40,https://i.ytimg.com/vi/ek13NvcUlfE/default.jpg,False,False,False
490,EaStrywOa3k,17.16.11,TARTE AU CITRON MERINGUÉE | VEGAN,Lloyd Lang,1,2017-11-15T17:36:51.000Z,"tarte au citron vegan""|""tarte au citron meringuée""|""meringue sans oeuf""|""meringue aquafaba""|""pate sablée vegan""|""tarte au citron meringuée vegan""|""dessert noel vegan""|""gateau noel vegan""|""vegan lemon pie""|""pie de limon vegano""|""meringue vegan",12311,1660,8,134,https://i.ytimg.com/vi/EaStrywOa3k/default.jpg,False,False,False
491,MHd4Nd8Xjtg,17.16.11,ELLE PORTE LE VOILE ? C'EST BON JE L'ÉPOUSE ! - IMAM BOUSSENNA,Abdelmonaim BOUSSENNA,27,2017-11-15T19:12:49.000Z,"islam""|""imam""|""roubaix""|""boussenna""|""lille""|""boussena""|""imam roubaix""|""imam lille""|""prophete""|""coran""|""mariage""|""voile""|""hijab""|""abdelmonaim""|""abdelmounaim",4237,187,3,13,https://i.ytimg.com/vi/MHd4Nd8Xjtg/default.jpg,False,False,False
492,rzRNVYCQAp0,17.16.11,samhini 1294 Complete 2M مسلسل سامحيني 1294 كاملة,MOR TV Toop,22,2017-11-15T20:24:25.000Z,[none],170535,1189,168,83,https://i.ytimg.com/vi/rzRNVYCQAp0/default.jpg,False,False,False
493,oBkjAb7EHq4,17.16.11,FOU RIRE DANS LA PIRE SITUATION ...!!!,Lawra Meschi,23,2017-11-15T17:11:35.000Z,"LawraMeschi""|""Lawra""|""MESHI""|""FOU RIRE DANS LA PIRE DES SITUATION",50844,7160,94,381,https://i.ytimg.com/vi/oBkjAb7EHq4/default.jpg,False,False,False
494,SWhiCo-NEVE,17.16.11,Liliane est souvent « toc-toc » - Catherine et Liliane - CANAL+,Catherine et Liliane,24,2017-11-15T10:31:52.000Z,"Catherine""|""et""|""Liliane;""|""Alex""|""Lutz;""|""Bruno""|""Sanchez;""|""CANAL+;",7122,182,0,4,https://i.ytimg.com/vi/SWhiCo-NEVE/default.jpg,False,False,False
495,kepIALKQZVo,17.16.11,PARK : LE CHATON VA ALLER CHEZ LE VÉTÉRINAIRE 🐱!,MrRatSuper Life,15,2017-11-15T16:30:03.000Z,"roleplay""|""chaton""|""découverte""|""test""|""mrratsuper""|""gameplay""|""mignon""|""français""|""pc""|""ratsuper""|""chat""|""sauvetage""|""gmod""|""rp""|""serveur""|""Live""|""life""|""berger""|""chien""|""Unboxing""|""australien""|""spa""|""park""|""pitch""|""fr""|""java""|""IRL""|""gta""|""arma""|""arma3""|""fun""|""Vlog",12175,1022,9,170,https://i.ytimg.com/vi/kepIALKQZVo/default.jpg,False,False,False
496,ZrPY6N1tScg,17.16.11,LE MAD MAG - EMISSION DU 14 NOVEMBRE 2017,TOP REPLAY,22,2017-11-15T05:49:07.000Z,LE MAD MAG,17096,95,9,12,https://i.ytimg.com/vi/ZrPY6N1tScg/default.jpg,False,False,False
497,6sJCSz-v95c,17.16.11,Les (petits) mythos dans un couple,Odah_Dako,23,2017-11-15T12:17:01.000Z,"odah et dako""|""odah""|""dako""|""odahdako""|""dakodah""|""odah&dako""|""odah & dako""|""oda et dako""|""odah et daco""|""odah et dakoh""|""oda et dakoh""|""hoda et dako""|""jamel""|""jamel debbouze""|""jamel comedy club""|""djamel comedy club""|""jamel comedie club""|""djamel comedie club""|""rap impro""|""impro rap""|""impro""|""improvisation""|""10 mots impro""|""odah dako impro""|""hiphop impro""|""rap 10 mots""|""humour impro""|""humour à 2""|""mensonge""|""couple""|""mythos",16164,1246,3,16,https://i.ytimg.com/vi/6sJCSz-v95c/default.jpg,False,False,False
498,cc-ovS0Ukmo,17.16.11,MALAISE TV & LES PIRES K-SOS DU NET ! #12,TV Replay,23,2017-11-15T17:20:01.000Z,"MalaiseTV""|""Malaise""|""K-SOS""|""KSOS""|""CASSOS""|""les""|""pires""|""du""|""net""|""grosmalaise""|""mal à l'aise""|""malaisante""|""malaisant""|""LES K-SOS DU NET""|""Les Pires Cassos Du Net""|""les pires ksos du net""|""TV""|""Replay",39869,749,69,112,https://i.ytimg.com/vi/cc-ovS0Ukmo/default.jpg,False,False,False
499,KkZK4MQOpTE,17.16.11,Ridfaa - Ce Soir (Clip Officiel),Ridfaa 933,22,2017-11-13T21:58:08.000Z,[none],52401,1181,715,296,https://i.ytimg.com/vi/KkZK4MQOpTE/default.jpg,False,False,False
500,pRi-dZ3OFCg,17.16.11,TOKOMI WAPI DU 15 11 2017 BATUTISI BALUBA NA BA MONGO MITU?,NDEKO ELIEZER TOKOKOMA,22,2017-11-15T11:39:03.000Z,[none],22673,160,15,86,https://i.ytimg.com/vi/pRi-dZ3OFCg/default.jpg,False,False,False
501,etNi-l8SLmU,17.16.11,CHRIS : 4 Trucs Qui Ont Influencé Destiny 2,Poisson Fécond,27,2017-11-15T16:32:25.000Z,"chris conte""|""poisson fécond""|""khundar""|""Trucs à la Chris""|""Destiny""|""Destiny 2""|""Activision""|""Bungie""|""jeu-vidéo""|""jeux-vidéo""|""Ghaul""|""Cabals""|""Déchus""|""Rome""|""Romains""|""Sparte""|""Spartiates""|""épée""|""épées""|""féodalité""|""Moyen-âge""|""espace""|""Titan""|""Chasseur""|""Arcaniste""|""triomphe",86329,5343,645,617,https://i.ytimg.com/vi/etNi-l8SLmU/default.jpg,False,False,False
502,hpdTM6In2cE,17.16.11,Explosion colis suspect,Grégoire MORIZET,22,2017-11-15T13:29:54.000Z,[none],1991,0,0,0,https://i.ytimg.com/vi/hpdTM6In2cE/default.jpg,False,False,False
503,0HEuEcR6azo,17.16.11,Omour Jedia S02 Episode 10 14-11-2017 Partie 02,Elhiwar Ettounsi,24,2017-11-14T21:20:56.000Z,"hkayet tounsia""|""elhiwar ettounsi""|""denya okhra""|""oumour jedia""|""andi mankolek""|""hkeyet tounsia""|""oumour jeddya""|""karim el gharbi""|""dari deco""|""360 degrees""|""klem ennes""|""ma binetna""|""liman yajroo fakat""|""labes""|""labas""|""roufiaat al jalssa""|""happy nes""|""wled mofida""|""awled mofida""|""maktoub""|""el hak maak""|""wled moufida""|""awled moufida""|""لا بــــاس""|""اليوم الثامن""|""عندي ما نقلك""|""مكتوب""|""أمور جدّية""|""أولاد مفيده""|""nhar lahad ma hemek fi had""|""sami fehri""|""نهار الأحد ما يهمّك في حدّ""|""نهار الأحد",138022,657,87,82,https://i.ytimg.com/vi/0HEuEcR6azo/default.jpg,False,False,False
504,WzB7l1hqfOQ,17.16.11,LES MARSEILLAIS VS LE RESTE DU MONDE 2 ÉPISODE 53 HD,CLM 004,24,2017-11-14T21:05:58.000Z,[none],13125,114,8,12,https://i.ytimg.com/vi/WzB7l1hqfOQ/default.jpg,False,False,False
505,TJ2pIks5qeA,17.16.11,"Si vous ne croyez pas aux miracles, regardez ça...",CoD Forlan,24,2017-11-15T19:19:08.000Z,"reaction""|""miracle""|""dieu""|""miracle en video""|""miracle naturel""|""les miracles""|""miracle de dieu""|""miracle de l'amour""|""les miracles de dieu""|""personnes chanceuses""|""compilation""|""peche""|""poisson""|""phenomene etrange""|""reel""|""paranormal""|""religion miracles""|""religion",45111,4686,363,4844,https://i.ytimg.com/vi/TJ2pIks5qeA/default.jpg,False,False,False
506,9wwbC8kGTYI,17.16.11,Le Secret D'un Sommeil Réparateur et D'un Réveil en Douceur,SYMPA,22,2017-11-15T09:55:27.000Z,"Comment mieux dormir""|""insomnie""|""positions de sommeil""|""dormir comme un bébé""|""comment s'endormir rapidement""|""comment mieux dormir""|""habitudes saines""|""mode de vie sain""|""régime alimentaire""|""exercices physiques""|""sieste""|""données sur le corps humain""|""sommeil réparateur""|""bon sommeil""|""comment se réveiller facilement""|""comment se réveiller tôt",11158,1113,36,47,https://i.ytimg.com/vi/9wwbC8kGTYI/default.jpg,False,False,False
